probeid,day,asn_v4,address_v4,address_v6,tagged_version,connectivity
3760,20160518,7018,99.110.51.88,2602:306:36e3:3580:280:a3ff:fe91:3fc0,system-v2,v4-v6-works
3772,20160518,2500,203.178.130.107,2001:200:1d8::107,system-v2,v4-v6-works
3790,20160518,5645,198.84.215.81,2607:f2c0:101:3:280:a3ff:fe91:397d,system-v2,v4-v6-works
3861,20160518,42610,95.84.179.41,2a02:2168:2492:400:280:a3ff:fe91:4259,system-v2,v4-v6-works
3862,20160518,16086,62.197.161.12,2001:14b8:0:3001:280:a3ff:fe91:3a0d,system-v2,v4-v6-works
3894,20160518,42610,90.154.71.150,2a02:2168:2e02:da00:280:a3ff:fe91:4276,system-v2,v4-v6-works
3895,20160518,42610,185.19.22.142,2a02:2168:2913:b100:220:4aff:fee0:25a8,system-v2,v4-v6-works
3904,20160518,41599,195.3.254.48,2001:67c:380:34:280:a3ff:fe91:38c7,system-v2,v4-v6-works
3915,20160518,20001,104.174.100.62,2606:6000:618f:4d00:280:a3ff:fe91:38cc,system-v2,v4-v6-works
3916,20160518,20712,185.19.150.231,2a04:ec40:e000:0:280:a3ff:fe91:3c0b,system-v2,v4-v6-works
3942,20160518,6830,80.110.79.189,2a02:8388:e001:6900:280:a3ff:fe91:3990,system-v2,v4-v6-works
3945,20160518,42610,77.37.251.84,2a02:2168:202:1::84,system-v2,v4-v6-works
3964,20160518,7922,,,system-v2,v4-v6-works
3975,20160518,5432,109.130.135.208,2a02:a03f:124d:dd00:220:4aff:fee0:23c1,system-v2,v4-v6-works
4013,20160518,25098,213.230.209.253,2a01:70:1:209::253,system-v2,v4-v6-works
4014,20160518,197573,,,system-v2,v4-v6-works
4015,20160518,29014,85.158.4.14,2a00:12e8::80:a391:3846,system-v2,v4-v6-works
4022,20160518,12322,88.122.67.18,2a01:e35:87a4:3120:280:a3ff:fe91:47ac,system-v2,v4-v6-works
4045,20160518,12322,78.193.216.180,2a01:e34:ec1d:8b40:280:a3ff:fe91:4561,system-v2,v4-v6-works
4052,20160518,25596,84.245.42.139,2a02:58:5:2401:280:a3ff:fe91:454a,system-v2,v4-v6-works
4054,20160518,3320,87.165.108.159,2003:70:cf30:e300:280:a3ff:fe91:483f,system-v2,v4-v6-works
4061,20160518,37197,41.67.16.16,2c0f:fec8:16:0:280:a3ff:fe91:4638,system-v2,v4-v6-works
4070,20160518,32653,,,system-v2,v4-v6-works
4078,20160518,37061,41.139.187.102,2001:43d0:2:6:280:a3ff:fe91:4874,system-v2,v4-v6-works
4088,20160518,327813,169.255.59.253,2c0f:f598::13,system-v2,v4-v6-works
4108,20160518,15557,,,system-v2,v4-v6-works
4109,20160518,44764,92.42.65.34,2a00:1400:1:2:280:a3ff:fe91:42f7,system-v2,v4-v6-works
4137,20160518,3265,80.101.228.216,2001:980:9214:1:280:a3ff:fe91:38d3,system-v2,v4-v6-works
4146,20160518,20773,,,system-v2,v4-v6-works
4147,20160518,20773,,,system-v2,v4-v6-works
4150,20160518,31334,31.17.252.192,2a02:8109:440:37cc:220:4aff:fee0:20c3,system-v2,v4-v6-works
4157,20160518,15557,91.69.120.161,2a02:8428:1e0:8501:220:4aff:fee0:20b9,system-v2,v4-v6-works
4164,20160518,24971,89.185.224.176,2a01:430:0:2b:280:a3ff:fe91:3fe8,system-v2,v4-v6-works
4179,20160518,57763,91.224.66.230,2a01:5740::280:a3ff:fe91:38b1,system-v2,v4-v6-works
4186,20160518,3265,80.100.254.75,2001:980:ea59:0:280:a3ff:fe91:3bb1,system-v2,v4-v6-works
4190,20160518,3265,,,system-v2,v4-v6-works
4201,20160518,3265,83.162.34.24,2001:981:9d32:1:280:a3ff:fe91:44c9,system-v2,v4-v6-works
4212,20160518,8422,89.0.59.187,2001:4dd7:db7c:0:280:a3ff:fe91:4a93,system-v2,v4-v6-works
4214,20160518,49463,46.21.113.41,2a02:27d0:ffa1:5e6e:280:a3ff:fe91:44ab,system-v2,v4-v6-works
4217,20160518,3320,84.134.202.232,2003:66:8c33:de93:280:a3ff:fe91:44b1,system-v2,v4-v6-works
4218,20160518,200533,185.117.82.20,2001:67c:21bc:4:280:a3ff:fe91:47c7,system-v2,v4-v6-works
4223,20160518,3320,87.149.159.175,2003:74:ef28:cd00:280:a3ff:fe91:42ea,system-v2,v4-v6-works
4240,20160518,8422,87.79.236.180,2001:4dd0:2019:913:280:a3ff:fe91:4425,system-v2,v4-v6-works
4243,20160518,3320,87.157.204.51,2003:71:cf11:5110:280:a3ff:fe91:42f6,system-v2,v4-v6-works
4247,20160518,24875,212.79.254.60,2001:968:8888:0:212:79:254:60,system-v2,v4-v6-works
4258,20160518,3320,84.166.108.138,2003:74:cb1f:ae00:280:a3ff:fe91:42fa,system-v2,v4-v6-works
4259,20160518,3320,62.155.154.225,2003:86:236e:3400:280:a3ff:fe91:43a4,system-v2,v4-v6-works
4264,20160518,12322,82.232.115.73,2a01:e35:2e87:3490:280:a3ff:fe91:408a,system-v2,v4-v6-works
4275,20160518,209,75.162.87.214,2602:4b:a257:d600:280:a3ff:fe91:411f,system-v2,v4-v6-works
4285,20160518,29562,109.193.103.68,2a02:8071:aad:ef00:280:a3ff:fe91:3e85,system-v2,v4-v6-works
4299,20160518,12322,82.234.68.29,2a01:e35:2ea4:41d0:280:a3ff:fe91:405d,system-v2,v4-v6-works
4304,20160518,7922,,,system-v2,v4-v6-works
4306,20160518,39931,77.245.135.31,2a00:4fc0:100:0:280:a3ff:fe91:3fc5,system-v2,v4-v6-works
4325,20160518,11232,140.186.26.48,2001:48f8:3028:fc6:280:a3ff:fe91:973,system-v2,v4-v6-works
4333,20160518,25220,85.197.82.106,2001:4b38:5:100::2,system-v2,v4-v6-works
4341,20160518,8767,188.174.63.121,2001:a61:40a4:6a01:280:a3ff:fe91:3ec3,system-v2,v4-v6-works
4344,20160518,3320,87.134.161.24,2003:6:11d2:4c75:280:a3ff:fe91:3e73,system-v2,v4-v6-works
4346,20160518,263779,200.107.82.222,2001:13c7:7004:60:280:a3ff:fe91:4125,system-v2,v4-v6-works
4347,20160518,680,,,system-v2,v4-v6-works
4362,20160518,3320,,,system-v2,v4-v6-works
4364,20160518,13039,212.20.165.134,2001:40b8:200:2010:280:a3ff:fe91:993,system-v2,v4-v6-works
4376,20160518,20712,81.187.243.247,2001:8b0:bed2:a520:280:a3ff:fe91:3ffe,system-v2,v4-v6-works
4380,20160518,15372,212.111.232.36,2a01:7700:0:1033:220:4aff:fee0:2694,system-v2,v4-v6-works
4404,20160518,24582,5.61.82.141,2a00:5f40:22:305:561:82:141:4404,system-v2,v4-v6-works
4410,20160518,44030,176.99.71.28,2001:67c:2084:717:220:4aff:fee0:1ec6,system-v2,v4-v6-works
4413,20160518,60294,185.22.143.23,2a00:61e0:41e1:2b01:280:a3ff:fe91:3be2,system-v2,v4-v6-works
4423,20160518,13030,,,system-v2,v4-v6-works
4431,20160518,60294,185.22.143.250,2a00:61e0:4073:aa01:280:a3ff:fe91:98d,system-v2,v4-v6-works
4446,20160518,8767,62.245.201.114,2001:a60:a07d:1:280:a3ff:fe91:3a84,system-v2,v4-v6-works
4481,20160518,198864,194.36.11.62,2a01:56c0:4033:0:220:4aff:fee0:23da,system-v2,v4-v6-works
4492,20160518,49962,194.0.58.54,2001:67c:3e0:c7:280:a3ff:fe91:3f46,system-v2,v4-v6-works
4518,20160518,2018,196.21.240.101,2001:4200:1020:beef:280:a3ff:fe91:421a,system-v2,v4-v6-works
4526,20160518,8422,89.0.163.150,2001:4dd0:ff00:8f17:280:a3ff:fe91:4139,system-v2,v4-v6-works
4533,20160518,3320,93.204.219.231,2003:73:f10:1500:280:a3ff:fe91:3be6,system-v2,v4-v6-works
4543,20160518,20845,92.249.150.30,2a01:368:2600:afff::2,system-v2,v4-v6-works
4563,20160518,20676,62.206.225.11,2001:1a80:3015:0:280:a3ff:fe91:38bc,system-v2,v4-v6-works
4572,20160518,3320,,,system-v2,v4-v6-works
4575,20160518,20676,212.60.217.165,2001:1a80:303b:0:280:a3ff:fe91:3b2d,system-v2,v4-v6-works
4590,20160518,12466,,,system-v2,v4-v6-works
4591,20160518,3320,93.223.218.217,2003:71:4f43:a300:280:a3ff:fe91:3ae5,system-v2,v4-v6-works
4593,20160518,8422,87.78.66.190,2001:4dd0:ff00:8e38:280:a3ff:fe91:3aff,system-v2,v4-v6-works
4600,20160518,3265,82.95.116.175,2001:981:c3c7:1:280:a3ff:fe91:40e0,system-v2,v4-v6-works
4601,20160518,8591,212.18.39.106,2001:15c0:1000:1053:280:a3ff:fe91:3fee,system-v2,v4-v6-works
4605,20160518,3265,83.161.153.99,2001:980:9c92:1:280:a3ff:fe91:40c3,system-v2,v4-v6-works
4622,20160518,5432,91.182.11.140,2a02:a03f:10c7:aa00:280:a3ff:fe91:4264,system-v2,v4-v6-works
4633,20160518,42652,188.210.59.67,2a01:5c0:1c:ccd1:280:a3ff:fe91:4145,system-v2,v4-v6-works
4636,20160518,3265,83.162.43.110,2001:984:e2ae:1:280:a3ff:fe91:381d,system-v2,v4-v6-works
4659,20160518,51191,195.138.247.82,2a06:4b00:1000:0:280:a3ff:fe91:3c8c,system-v2,v4-v6-works
4669,20160518,25596,84.245.27.158,2a02:58:db:9e00:280:a3ff:fe91:44b7,system-v2,v4-v6-works
4680,20160518,25596,84.245.27.197,2a02:58:db:c515::9,system-v2,v4-v6-works
4697,20160518,198385,37.35.104.126,2a03:2040:0:7:280:a3ff:fe91:44fa,system-v2,v4-v6-works
4709,20160518,31334,91.67.2.110,2a02:810c:80:1218:280:a3ff:fe91:45c9,system-v2,v4-v6-works
4721,20160518,132696,202.3.78.9,2001:df0:214::9,system-v2,v4-v6-works
4723,20160518,199490,185.14.233.253,2a02:f000:1003:b100:280:a3ff:fe91:451c,system-v2,v4-v6-works
4740,20160518,3320,84.155.49.10,2003:86:6956:9900:280:a3ff:fe91:4327,system-v2,v4-v6-works
4750,20160518,1136,86.92.171.249,2a02:a443:1d44:1:280:a3ff:fe91:4411,system-v2,v4-v6-works
4762,20160518,31371,195.160.169.32,2001:67c:275c:a9:280:a3ff:fe91:391c,system-v2,v4-v6-works
4774,20160518,9735,203.119.2.232,2001:dca:4000::cb77:2e8,system-v2,v4-v6-works
4777,20160518,35574,194.187.172.112,2a04:a9c0::3:6,system-v2,v4-v6-works
4784,20160518,25486,217.172.32.238,2a02:b08:0:1::3,system-v2,v4-v6-works
4798,20160518,13101,213.178.92.155,2a00:12d0:0:11f:280:a3ff:fe91:3a41,system-v2,v4-v6-works
4813,20160518,2119,85.165.146.48,2001:4641:80f3:0:280:a3ff:fe91:3929,system-v2,v4-v6-works
4825,20160518,7922,,,system-v2,v4-v6-works
4826,20160518,29834,,,system-v2,v4-v6-works
4828,20160518,39069,147.84.200.125,2a00:db40:0:1:280:a3ff:fe91:42e2,system-v2,v4-v6-works
4850,20160518,21239,149.126.56.54,2a02:6e0:0:1::54,system-v2,v4-v6-works
4860,20160518,3265,46.23.88.9,2a03:6000:880::9,system-v2,v4-v6-works
4875,20160518,3257,77.67.63.234,2001:668:10a:4000:280:a3ff:fe91:4387,system-v2,v4-v6-works
4882,20160518,59494,193.187.80.35,2a07:4480:500:0:280:a3ff:fe91:45bb,system-v2,v4-v6-works
4886,20160518,15982,62.108.97.238,2001:8c8:0:4:280:a3ff:fe91:43a1,system-v2,v4-v6-works
4895,20160518,199220,89.22.48.20,2001:67c:10e8:1::100,system-v2,v4-v6-works
4925,20160518,2852,195.113.220.113,2001:718:1a02:1:280:a3ff:fe91:4505,system-v2,v4-v6-works
4930,20160518,7018,,,system-v2,v4-v6-works
4938,20160518,7922,68.80.125.192,2601:48:1:fdc0:280:a3ff:fe91:463f,system-v2,v4-v6-works
4941,20160518,38158,121.100.4.62,2402:9800:100:1:280:a3ff:fe91:474d,system-v2,v4-v6-works
4958,20160518,3927,198.180.150.39,2001:418:8006::39,system-v2,v4-v6-works
4959,20160518,4128,198.180.152.19,2001:418:3807::19,system-v2,v4-v6-works
4963,20160518,29076,31.28.20.230,2a00:13c0:4e:2:280:a3ff:fe91:4500,system-v2,v4-v6-works
4978,20160518,3292,62.243.23.225,2001:6c8:3f00:abe:280:a3ff:fe91:4252,system-v2,v4-v6-works
4981,20160518,3130,147.28.0.132,2001:418:1:0:280:a3ff:fe91:449a,system-v2,v4-v6-works
4985,20160518,4787,202.158.8.62,2001:d10:0:ff:280:a3ff:fe91:4575,system-v2,v4-v6-works
6012,20160518,3333,,,,v4-v6-works
10001,20160518,3265,212.238.160.244,2001:984:f0d1:1:fad1:11ff:fea9:f090,system-v3,v4-v6-works
10003,20160518,3265,83.160.101.12,2001:981:6590:1:fad1:11ff:fea9:eefc,system-v3,v4-v6-works
10004,20160518,3333,193.0.0.78,2001:67c:2e8:ffe1:fad1:11ff:fea9:e2a2,system-v3,v4-v6-works
10007,20160518,7922,76.103.162.14,2601:643:1:b27:fad1:11ff:fea9:e2da,system-v3,v4-v6-works
10013,20160518,3265,83.162.34.24,2001:981:9d32:1:fad1:11ff:fea9:e3a8,system-v3,v4-v6-works
10015,20160518,3265,80.101.238.41,2001:980:93db:1:fad1:11ff:fea9:ecbe,system-v3,v4-v6-works
10022,20160518,3265,83.68.21.139,2001:984:aee9:6:fad1:11ff:fea0:2b2e,system-v3,v4-v6-works
10031,20160518,3320,93.219.75.185,2003:46:1a78:ba00:a2f3:c1ff:fec4:5fab,system-v3,v4-v6-works
10035,20160518,38930,87.255.57.194,2a00:ec8:404:1132:a2f3:c1ff:fec4:406e,system-v3,v4-v6-works
10051,20160518,12676,88.205.97.14,2a02:4c00:100:4002::2,system-v3,v4-v6-works
10052,20160518,13246,95.130.22.90,2a02:2940:0:c002:a2f3:c1ff:fec4:406a,system-v3,v4-v6-works
10056,20160518,20845,92.249.150.50,2a01:368:1000:afff::2,system-v3,v4-v6-works
10061,20160518,12676,213.9.44.138,2a02:4c00:0:4001::2,system-v3,v4-v6-works
10067,20160518,15798,,,system-v3,v4-v6-works
10070,20160518,12963,213.160.130.6,2a00:9880:0:99::2,system-v3,v4-v6-works
10074,20160518,24482,203.175.175.196,2405:4200:100:10::196,system-v3,v4-v6-works
10087,20160518,196890,193.19.124.139,2a00:d5c0:20:200:a2f3:c1ff:fe96:12a6,system-v3,v4-v6-works
10093,20160518,20845,92.249.150.54,2a01:368:2800:afff::2,system-v3,v4-v6-works
10099,20160518,7922,24.125.34.202,2601:cc:1:f01:a2f3:c1ff:fec4:4dd4,system-v3,v4-v6-works
10100,20160518,15669,,,system-v3,v4-v6-works
10102,20160518,33920,141.170.10.197,2a00:1a80:5:1:a2f3:c1ff:fec4:5f1a,system-v3,v4-v6-works
10105,20160518,3333,,,system-v3,v4-v6-works
10109,20160518,42689,95.175.134.4,2a01:388:100:52:a2f3:c1ff:fe96:12a5,system-v3,v4-v6-works
10124,20160518,5603,,,system-v3,v4-v6-works
10125,20160518,4323,173.226.66.172,2001:4870:400e:404:a2f3:c1ff:fec4:4bc7,system-v3,v4-v6-works
10138,20160518,7922,50.177.153.196,2601:184:4101:5620:a2f3:c1ff:fec4:5f17,system-v3,v4-v6-works
10141,20160518,3303,83.79.94.213,2a02:1205:34f5:ed50:a2f3:c1ff:fec4:533e,system-v3,v4-v6-works
10177,20160518,766,163.117.140.28,2001:720:410:1020:a2f3:c1ff:fea6:71f8,system-v3,v4-v6-works
10188,20160518,8422,195.14.199.9,2001:4dd3:2e53:0:a2f3:c1ff:fe96:11e3,system-v3,v4-v6-works
10189,20160518,20712,90.155.94.94,2001:8b0:1638:9d8:a2f3:c1ff:fe96:1093,system-v3,v4-v6-works
10195,20160518,6830,31.10.150.12,2a02:aa16:1103:d300:a2f3:c1ff:fec4:5326,system-v3,v4-v6-works
10204,20160518,7922,,,system-v3,v4-v6-works
10209,20160518,16086,,,system-v3,v4-v6-works
10210,20160518,52063,46.254.185.67,2a00:9400:4007:667:a2f3:c1ff:fec4:5a1f,system-v3,v4-v6-works
10214,20160518,42652,188.210.60.21,2a01:5c0:46:cd81:a2f3:c1ff:fec4:5c01,system-v3,v4-v6-works
10243,20160518,37084,41.221.32.130,2001:4258:1:10:a2f3:c1ff:fea6:71ed,system-v3,v4-v6-works
10250,20160518,3320,84.130.194.185,2003:57:fb60:b01:a2f3:c1ff:fea6:7175,system-v3,v4-v6-works
10256,20160518,15826,80.247.227.224,2a00:1a60:50e3:e000::1,system-v3,v4-v6-works
10269,20160518,132125,103.247.72.244,2402:f300:1:5:a2f3:c1ff:fe96:114f,system-v3,v4-v6-works
10278,20160518,49009,193.96.224.17,2a03:2267::a2f3:c1ff:fec4:4a6c,system-v3,v4-v6-works
10281,20160518,31334,188.193.30.35,2a02:810d:a2bf:f274:a2f3:c1ff:fec4:5d4c,system-v3,v4-v6-works
10282,20160518,49009,193.96.224.20,2a03:2267::a2f3:c1ff:fec4:4b09,system-v3,v4-v6-works
10284,20160518,7922,76.21.56.123,2601:646:4002:315c:a2f3:c1ff:fec4:492d,system-v3,v4-v6-works
10286,20160518,7922,68.45.52.117,2601:801:202:df81:a2f3:c1ff:fec4:4a7c,system-v3,v4-v6-works
10301,20160518,7922,75.73.5.15,2601:449:4001:3600:a2f3:c1ff:fec4:5cef,system-v3,v4-v6-works
10311,20160518,32440,208.100.125.38,2607:f390:0:1124::a,system-v3,v4-v6-works
10314,20160518,5769,74.56.76.27,2607:fa48:50c0:1:a2f3:c1ff:fea6:719b,system-v3,v4-v6-works
10317,20160518,2914,157.238.250.5,2001:418:3800:3000:a2f3:c1ff:fea6:6099,system-v3,v4-v6-works
10322,20160518,7922,73.167.236.108,2601:183:c301:e7bb:a2f3:c1ff:fea6:60aa,system-v3,v4-v6-works
10330,20160518,13037,82.68.70.18,2a02:8010:7008:254:a2f3:c1ff:fe96:f3e,system-v3,v4-v6-works
10331,20160518,7922,98.203.243.254,2601:600:8400:2cd1:a2f3:c1ff:fe96:12ec,system-v3,v4-v6-works
10333,20160518,7922,73.5.240.19,2601:a40:100:35:a2f3:c1ff:fe96:f45,system-v3,v4-v6-works
10339,20160518,7922,73.35.176.234,2601:601:d00:b859:a2f3:c1ff:fec4:531e,system-v3,v4-v6-works
10350,20160518,7922,71.61.64.38,2601:549:8000:a:a2f3:c1ff:fec4:4b16,system-v3,v4-v6-works
10356,20160518,7922,,,system-v3,v4-v6-works
10362,20160518,237,192.122.200.170,2001:48a8:7fff:13::2,system-v3,v4-v6-works
10369,20160518,20355,69.2.47.30,2604:d800:0:fff8:a2f3:c1ff:fec4:531a,system-v3,v4-v6-works
10386,20160518,7922,50.182.180.34,2601:80:4004:7900:a2f3:c1ff:fea6:7177,system-v3,v4-v6-works
10400,20160518,7922,174.63.182.146,2601:881:8000:5e5c:a2f3:c1ff:fe9c:a1f7,system-v3,v4-v6-works
10413,20160518,4181,204.246.3.62,2600:3402:400:724:a2f3:c1ff:fec4:3aa8,system-v3,v4-v6-works
10415,20160518,12276,192.33.255.26,2620:11a:b000:102::2,system-v3,v4-v6-works
10418,20160518,3599,64.73.41.116,2607:fee0:8008:1:a2f3:c1ff:fe96:1023,system-v3,v4-v6-works
10458,20160518,7922,73.187.15.163,2601:98a:301:6850:a2f3:c1ff:fec4:5c3f,system-v3,v4-v6-works
10459,20160518,7922,69.245.244.217,2601:245:c000:c634:a2f3:c1ff:fec4:4a54,system-v3,v4-v6-works
10473,20160518,7922,50.137.95.14,2601:190:4201:86be:a2f3:c1ff:fec4:4bbb,system-v3,v4-v6-works
10474,20160518,7018,75.38.120.171,2602:304:b267:8ab0:a2f3:c1ff:fec4:47af,system-v3,v4-v6-works
10477,20160518,46609,206.125.166.212,2607:fc10:0:a000::212,system-v3,v4-v6-works
10482,20160518,7922,69.242.34.141,2601:4a:8103:a024:fa1a:67ff:fe4d:7513,system-v3,v4-v6-works
10484,20160518,7922,50.202.87.154,2001:559:800c:1020:fa1a:67ff:fe4d:74e9,system-v3,v4-v6-works
10486,20160518,7922,76.28.200.64,2601:601:4100:e09d:fa1a:67ff:fe4d:74f5,system-v3,v4-v6-works
10487,20160518,2914,,,system-v3,v4-v6-works
10490,20160518,7922,69.253.2.248,2601:41:4102:920d:a2f3:c1ff:fec4:5f78,system-v3,v4-v6-works
10495,20160518,32440,76.165.193.133,2607:f390:43ff:ffff:a2f3:c1ff:fe9c:a1f4,system-v3,v4-v6-works
10515,20160518,7922,73.244.71.205,2601:585:8202:1801:a2f3:c1ff:fec4:4884,system-v3,v4-v6-works
10517,20160518,7922,68.56.232.82,2601:40a:8202:957b:a2f3:c1ff:fec4:5af3,system-v3,v4-v6-works
10518,20160518,7922,50.171.249.166,2601:445:8100:292a:a2f3:c1ff:fec4:48e2,system-v3,v4-v6-works
10545,20160518,7922,50.172.194.231,2601:248:4700:f79b:fa1a:67ff:fe4d:4d08,system-v3,v4-v6-works
10553,20160518,7922,65.96.78.25,2601:186:4480:47a:a2f3:c1ff:fec4:4b00,system-v3,v4-v6-works
10554,20160518,7922,73.18.29.80,2601:404:c002:3fe4:fa1a:67ff:fe4d:4ca1,system-v3,v4-v6-works
10556,20160518,7922,73.9.66.190,2601:249:800:6d1c:fa1a:67ff:fe4d:6b8d,system-v3,v4-v6-works
10559,20160518,7922,98.250.35.246,2601:409:302:2480:fa1a:67ff:fe4d:60b7,system-v3,v4-v6-works
10560,20160518,7922,67.183.149.152,2601:601:8400:ef5c:fa1a:67ff:fe4d:4c9d,system-v3,v4-v6-works
10568,20160518,7922,76.124.130.88,2601:44:8801:a239:a2f3:c1ff:fec4:5c38,system-v3,v4-v6-works
10576,20160518,7922,73.128.129.77,2601:143:201:6ab1:a2f3:c1ff:fec4:4965,system-v3,v4-v6-works
10582,20160518,7922,74.94.238.149,2601:404:c900:8400:a2f3:c1ff:fec4:480d,system-v3,v4-v6-works
10583,20160518,7922,76.97.51.108,2601:ca:8501:ddef:a2f3:c1ff:fec4:47bb,system-v3,v4-v6-works
10584,20160518,7922,174.49.188.120,2601:989:4100:95c:a2f3:c1ff:fec4:4f32,system-v3,v4-v6-works
10585,20160518,7922,98.213.155.6,2601:247:c000:4550:a2f3:c1ff:fec4:406c,system-v3,v4-v6-works
10587,20160518,7922,73.26.39.201,2601:0:280:3b1:a2f3:c1ff:fec4:5a8b,system-v3,v4-v6-works
10595,20160518,7922,50.162.95.150,2601:2c3:8400:f8b5:a2f3:c1ff:fec4:4818,system-v3,v4-v6-works
10597,20160518,7922,24.63.250.124,2601:184:4300:f9a0:fa1a:67ff:fe4d:849b,system-v3,v4-v6-works
10609,20160518,44395,46.162.192.140,2a00:cc40:0:6:a2f3:c1ff:fec4:4069,system-v3,v4-v6-works
10615,20160518,6830,213.46.228.225,2001:730:0:f:a2f3:c1ff:fec4:5d22,system-v3,v4-v6-works
10626,20160518,7922,,,system-v3,v4-v6-works
10635,20160518,48961,195.114.102.151,2a00:13d0:101:3::151,system-v3,v4-v6-works
10638,20160518,1741,193.166.86.106,2001:708:10:4000:a2f3:c1ff:fec4:5704,system-v3,v4-v6-works
10640,20160518,36351,67.228.81.214,2607:f0d0:2001:78::2,system-v3,v4-v6-works
10645,20160518,12322,88.189.152.187,2a01:e35:8bd9:8bb0:a2f3:c1ff:fec4:5b6e,system-v3,v4-v6-works
10653,20160518,49962,194.0.58.50,2001:67c:3e0:111::2,system-v3,v4-v6-works
10657,20160518,36351,50.23.39.62,2607:f0d0:1201:6::2,system-v3,v4-v6-works
10659,20160518,43733,,,system-v3,v4-v6-works
10660,20160518,15533,62.73.145.205,2001:4138:fed6:ffff::205:1,system-v3,v4-v6-works
10667,20160518,39029,87.238.37.58,2a02:c0:404::1,system-v3,v4-v6-works
10674,20160518,36351,50.23.93.62,2607:f0d0:2101:5b::2,system-v3,v4-v6-works
10675,20160518,36351,173.192.213.14,2607:f0d0:3001:63::2,system-v3,v4-v6-works
10676,20160518,36351,119.81.45.190,2401:c900:1101:2c::2,system-v3,v4-v6-works
10677,20160518,36351,50.23.207.118,2607:f0d0:1101:297::2,system-v3,v4-v6-works
10692,20160518,7922,76.104.11.150,2601:5cc:c400:587e:fa1a:67ff:fe4d:4d34,system-v3,v4-v6-works
10693,20160518,7922,50.133.158.199,2601:197:4201:55ec:fa1a:67ff:fe4d:4cfb,system-v3,v4-v6-works
10729,20160518,44395,46.162.192.166,2a00:cc40:101:300:fa1a:67ff:fe4d:7482,system-v3,v4-v6-works
10733,20160518,6848,84.192.143.184,2a02:1810:bc2f:d100:fa1a:67ff:fe4d:75dd,system-v3,v4-v6-works
10735,20160518,8676,31.7.8.98,2a03:9f00:0:20::20,system-v3,v4-v6-works
10738,20160518,3320,84.155.237.9,2003:66:891f:7600:fa1a:67ff:fe4d:860a,system-v3,v4-v6-works
10755,20160518,3320,,,system-v3,v4-v6-works
10756,20160518,13030,212.51.159.251,2a02:168:4000:0:a2f3:c1ff:fec4:5b25,system-v3,v4-v6-works
10757,20160518,13030,,,system-v3,v4-v6-works
10767,20160518,3303,217.193.139.97,2001:918:feca:0:a2f3:c1ff:fec4:484c,system-v3,v4-v6-works
10782,20160518,3265,83.163.92.141,2001:981:ab85:1:fa1a:67ff:fe4d:76f9,system-v3,v4-v6-works
10790,20160518,7922,65.96.163.34,2601:184:4201:1230:fa1a:67ff:fe4d:7565,system-v3,v4-v6-works
10807,20160518,45494,202.6.102.34,2001:dd8:25:7:a2f3:c1ff:fec4:4073,system-v3,v4-v6-works
10811,20160518,3320,,,system-v3,v4-v6-works
10814,20160518,237,,,system-v3,v4-v6-works
10816,20160518,12322,82.247.56.117,2a01:e35:2f73:8750:a2f3:c1ff:fec4:5aad,system-v3,v4-v6-works
10826,20160518,3320,79.206.248.206,2003:7a:526:a400:fa1a:67ff:fe4d:750f,system-v3,v4-v6-works
10836,20160518,13287,213.162.201.234,2a02:23a0:1111:14::2,system-v3,v4-v6-works
10893,20160518,1140,94.198.159.5,2a00:d78:0:712:fa1a:67ff:fe4d:7435,system-v3,v4-v6-works
10910,20160518,3243,85.243.163.20,2001:8a0:6ccf:6601:fa1a:67ff:fe4d:8525,system-v3,v4-v6-works
10915,20160518,35368,185.36.136.10,2a04:6440:ff::10,system-v3,v4-v6-works
10920,20160518,3320,91.11.155.204,2003:62:5d13:3000:fa1a:67ff:fe4d:8529,system-v3,v4-v6-works
10923,20160518,12322,83.155.38.239,2a01:e35:39b2:6ef0:fa1a:67ff:fe4d:7379,system-v3,v4-v6-works
10924,20160518,197075,46.31.104.239,2a02:2420:0:8000:fa1a:67ff:fe4d:740e,system-v3,v4-v6-works
10933,20160518,4764,180.150.6.12,2403:5800:3001:0:fa1a:67ff:fe4d:8920,system-v3,v4-v6-works
10951,20160518,3265,80.100.109.63,2001:984:b09f:1:fa1a:67ff:fe4d:73e0,system-v3,v4-v6-works
10964,20160518,41391,94.136.168.3,2a00:1418:2a00:3::1,system-v3,v4-v6-works
10967,20160518,3741,168.210.11.118,2c0f:fc00:a000:1090:fa1a:67ff:fe4d:706c,system-v3,v4-v6-works
10977,20160518,58587,103.7.251.179,2403:9300:0:20:fa1a:67ff:fe52:eadc,system-v3,v4-v6-works
10984,20160518,1103,145.100.135.225,2001:610:2d0:999:fa1a:67ff:fe4d:85f5,system-v3,v4-v6-works
10995,20160518,28788,62.133.192.222,2001:4128:6135:5555:fa1a:67ff:fe4d:7731,system-v3,v4-v6-works
10998,20160518,5432,109.132.111.181,2a02:a03f:2cc6:d100:fa1a:67ff:fe4d:8325,system-v3,v4-v6-works
11069,20160518,3320,91.14.75.133,2003:86:8c0b:cc00:fa1a:67ff:fe4d:7f1e,system-v3,v4-v6-works
11075,20160518,3320,84.164.199.179,2003:7a:853f:fb00:fa1a:67ff:fe4d:7531,system-v3,v4-v6-works
